,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
55,172.217.6.227-10.42.0.151-443-56228-6,10.42.0.151,56228,172.217.6.227,443,6,28/06/2017 03:30:15,264901,4,0,31,0,31,0,7.75,15.5,0,0,0,0,117.0248508,15.09998075,88300.33333,142834.9179,253194,2792,264901,88300.33333,142834.9179,253194,2792,0,0,0,0,0,0,0,0,0,128,0,15.09998075,0,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,7.75,0,128,0,0,0,0,0,0,4,31,0,0,4093,-1,1,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
56,10.42.0.151-63.159.216.112-59115-80-6,10.42.0.151,59115,63.159.216.112,80,6,28/06/2017 03:29:45,30295376,64,64,187,84602,187,0,2.921875,23.375,1460,0,1321.90625,359.2534463,2798.74394,4.225067218,238546.2677,2650610.796,29873761,4,421615,6692.301587,29983.40451,203145,7,30206371,479466.2063,3765633.183,29893319,4,0,0,0,0,1312,1304,2.112533609,2.112533609,0,1460,657.2790698,708.6067864,502123.5778,0,0,0,1,0,0,0,0,1,662.4140625,2.921875,1321.90625,1312,0,0,0,0,0,0,64,187,64,84602,65535,123,1,20,0,0,0,0,0,0,0,0,Android_SMS_Malware
57,172.217.6.227-10.42.0.151-443-48296-6,10.42.0.151,48296,172.217.6.227,443,6,28/06/2017 03:30:11,4874424,744,2896,829,4057089,517,0,1.114247312,21.29986159,1418,0,1400.928522,125.2874666,832491.798,746.7548986,1339.495466,4444.660552,117416,-1,4862807,6544.827725,11862.25923,117416,1,4837779,1671.080829,6815.095914,178789,2,0,0,0,0,25604,92680,152.6334188,594.1214798,0,1418,1114.506454,575.816805,331564.9929,0,0,0,1,0,0,0,0,3,1114.812637,1.114247312,1400.928522,25604,0,0,0,0,0,0,744,829,2896,4057089,65535,349,3,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
58,172.217.6.227-10.42.0.151-443-48296-6,10.42.0.151,48296,172.217.6.227,443,6,28/06/2017 03:30:16,124978,7,0,31,0,31,0,4.428571429,11.71689866,0,0,0,0,248.0436557,56.00985774,20829.66667,44701.06494,111801,19,124978,20829.66667,44701.06494,111801,19,0,0,0,0,0,0,0,0,0,224,0,56.00985774,0,0,31,3.875,10.96015511,120.125,0,0,0,0,1,0,0,0,0,4.428571429,4.428571429,0,224,0,0,0,0,0,0,7,31,0,0,2881,-1,1,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
59,172.217.10.14-10.42.0.151-443-50487-6,10.42.0.151,50487,172.217.10.14,443,6,28/06/2017 03:30:44,36990,1,2,23,0,23,23,23,0,0,0,0,0,621.7896729,81.10300081,18495,26083.75494,36939,51,0,0,0,0,0,51,51,0,51,51,1,0,0,0,32,64,27.0343336,54.06866721,0,23,11.5,13.27905619,176.3333333,0,1,0,0,1,0,0,0,2,15.33333333,23,0,32,0,0,0,0,0,0,1,23,2,0,1436,383,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
60,172.217.10.138-10.42.0.151-443-36118-6,10.42.0.151,36118,172.217.10.138,443,6,28/06/2017 03:29:41,63260749,35,33,983,44617,983,0,28.08571429,166.1573265,1418,95,1352.030303,268.8231859,720.826116,1.074916138,944190.2836,7715153.812,63152853,5,63260749,1860610.265,10830079.08,63152853,5,27295,852.96875,1041.007065,2484,11,1,0,0,0,1120,1056,0.553265659,0.521650479,0,1418,675.115942,697.892806,487054.3687,0,1,0,0,1,0,0,0,0,685.0441176,28.08571429,1352.030303,1120,0,0,0,0,0,0,35,983,33,44617,2832,383,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
61,172.217.10.14-10.42.0.151-443-44341-6,10.42.0.151,44341,172.217.10.14,443,6,28/06/2017 03:29:40,65096003,3,6,884,1005,861,0,294.6666667,490.5938578,511,0,167.5,244.8156449,29.01867877,0.138257337,8137000.375,22948672.57,64932032,26,65058171,32529085.5,45824686.4,64932032,126139,65019617,13003923.4,29066257.02,64999223,26,1,0,0,0,96,192,0.046085779,0.092171558,0,861,275,364.3764842,132770.2222,0,1,0,0,1,0,0,0,2,305.5555556,294.6666667,167.5,96,0,0,0,0,0,0,3,884,6,1005,1591,383,1,32,126139,0,126139,126139,64932032,0,64932032,64932032,Android_SMS_Malware
62,198.11.136.96-10.42.0.151-80-34000-6,10.42.0.151,34000,198.11.136.96,80,6,28/06/2017 03:30:01,60222307,4,4,502,481,502,0,125.5,251,388,0,120.25,183.6380044,16.32285525,0.132841141,8603186.714,22618016.23,59895690,32,326617,108872.3333,177557.9565,313776,281,59999442,19999814,34554033.26,59899333,32,1,0,0,0,92,80,0.066420571,0.066420571,0,502,165,228.5804016,52249,0,1,0,0,1,0,0,0,1,185.625,125.5,120.25,92,0,0,0,0,0,0,4,502,4,481,65535,17135,0,20,0,0,0,0,0,0,0,0,Android_SMS_Malware
63,157.240.2.15-10.42.0.151-443-35178-6,10.42.0.151,35178,157.240.2.15,443,6,28/06/2017 03:31:21,355557,6,7,1064,201,537,0,177.3333333,256.461823,137,0,28.71428571,50.07898523,3557.798046,36.56235147,29629.75,38244.63453,124609,45,195690,39138,51933.22957,101105,421,320166,53361,59315.7129,124609,45,0,0,0,0,200,232,16.87493145,19.68742002,0,537,90.35714286,180.6107617,32620.24725,0,0,0,1,0,0,0,0,1,97.30769231,177.3333333,28.71428571,200,0,0,0,0,0,0,6,1064,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
64,10.42.0.151-31.13.80.5-59028-443-6,10.42.0.151,59028,31.13.80.5,443,6,28/06/2017 03:31:24,190873,6,7,1081,201,537,0,180.1666667,260.4837167,137,0,28.71428571,50.07898523,6716.507835,68.10811377,15906.08333,33528.88566,117856,14,50513,10102.6,13055.65974,24554,195,168419,28069.83333,45584.19033,117856,14,0,0,0,0,200,232,31.43451405,36.67359972,0,537,91.57142857,183.4379854,33649.49451,0,0,0,1,0,0,0,0,1,98.61538462,180.1666667,28.71428571,200,0,0,0,0,0,0,6,1081,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
65,172.217.10.13-10.42.0.151-443-52914-6,172.217.10.13,443,10.42.0.151,52914,6,28/06/2017 03:31:40,28,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1964285.714,71428.57143,28,0,28,28,28,28,0,28,28,0,0,0,0,0,1,0,0,0,64,0,71428.57143,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
66,172.217.10.13-10.42.0.151-443-52914-6,172.217.10.13,443,10.42.0.151,52914,6,28/06/2017 03:31:40,27604,1,3,0,0,0,0,0,0,0,0,0,0,0,144.9065353,9201.333333,8730.47996,17611,182,0,0,0,0,0,9993,4996.5,6808.731196,9811,182,0,0,0,0,32,108,36.22663382,108.6799015,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,349,1546,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
67,172.217.6.227-10.42.0.151-443-38835-6,172.217.6.227,443,10.42.0.151,38835,6,28/06/2017 03:31:40,200,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,275000,10000,200,0,200,200,200,200,0,200,200,0,0,0,0,0,1,0,0,0,64,0,10000,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
68,172.217.6.227-10.42.0.151-443-38835-6,10.42.0.151,38835,172.217.6.227,443,6,28/06/2017 03:31:41,20835,1,1,0,0,0,0,0,0,0,0,0,0,0,95.99232061,20835,0,20835,20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,47.99616031,47.99616031,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,3142,349,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
69,172.217.10.4-10.42.0.151-443-59938-6,172.217.10.4,443,10.42.0.151,59938,6,28/06/2017 03:31:44,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,349,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
70,172.217.10.4-10.42.0.151-443-59938-6,172.217.10.4,443,10.42.0.151,59938,6,28/06/2017 03:31:44,16054,1,3,0,0,0,0,0,0,0,0,0,0,0,249.1590881,5351.333333,8041.858637,14611,117,0,0,0,0,0,1443,721.5,854.8920985,1326,117,0,0,0,0,32,108,62.28977202,186.8693161,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,32,0,0,0,0,0,0,1,0,3,0,349,1546,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
71,169.45.219.238-10.42.0.151-443-55147-6,169.45.219.238,443,10.42.0.151,55147,6,28/06/2017 03:29:36,103058301,30,34,1830,1312,358,0,61,102.5119001,646,0,38.58823529,116.1934431,30.4875975,0.621007715,1635846.048,6302092.053,39452554,213,103058301,3553734.517,9005584.968,39452554,728,102838234,3116310.121,8542322.946,39625393,213,1,0,0,0,960,1088,0.291097366,0.329910349,0,646,53.84615385,115.3962238,13316.28846,0,1,0,0,1,0,0,0,1,54.6875,61,38.58823529,960,0,0,0,0,0,0,30,1830,34,1312,514,1822,13,32,2577890.5,4558248.423,9410537,64774,23069219.75,12785687.82,39452554,9769747,Android_SMS_Malware
72,172.217.3.110-10.42.0.151-80-55999-6,172.217.3.110,80,10.42.0.151,55999,6,28/06/2017 03:31:56,248351,2,0,0,0,0,0,0,0,0,0,0,0,0,8.053118369,248351,0,248351,248351,248351,248351,0,248351,248351,0,0,0,0,0,0,0,0,0,64,0,8.053118369,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
73,172.217.9.232-10.42.0.151-443-47733-6,10.42.0.151,47733,172.217.9.232,443,6,28/06/2017 03:30:01,636200,14,12,1753,5524,1368,0,125.2142857,361.4711774,1418,0,460.3333333,550.7435195,11438.22697,40.86765168,25448,57148.48094,275307,4,636200,48938.46154,89055.79729,312097,18,597702,54336.54545,88610.95311,287223,4,0,0,0,0,480,404,22.0056586,18.86199308,0,1418,269.5185185,473.7817065,224469.1054,0,0,0,1,0,0,0,0,0,279.8846154,125.2142857,460.3333333,480,0,0,0,0,0,0,14,1753,12,5524,65535,362,5,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
74,172.217.12.195-10.42.0.151-443-53327-6,172.217.12.195,443,10.42.0.151,53327,6,28/06/2017 03:32:17,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
75,172.217.12.195-10.42.0.151-443-53327-6,10.42.0.151,53327,172.217.12.195,443,6,28/06/2017 03:32:17,866,2,0,0,0,0,0,0,0,0,0,0,0,0,2309.468822,866,0,866,866,866,866,0,866,866,0,0,0,0,0,0,0,0,0,64,0,2309.468822,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1546,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
76,172.217.10.138-10.42.0.151-443-51884-6,172.217.10.138,443,10.42.0.151,51884,6,28/06/2017 03:32:17,45,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1222222.222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
77,172.217.10.138-10.42.0.151-443-51884-6,10.42.0.151,51884,172.217.10.138,443,6,28/06/2017 03:32:17,620,2,0,0,0,0,0,0,0,0,0,0,0,0,3225.806452,620,0,620,620,620,620,0,620,620,0,0,0,0,0,0,0,0,0,64,0,3225.806452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1502,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
78,172.217.10.13-10.42.0.151-443-52934-6,172.217.10.13,443,10.42.0.151,52934,6,28/06/2017 03:32:20,42,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1309523.81,47619.04762,42,0,42,42,42,42,0,42,42,0,0,0,0,0,1,0,0,0,64,0,47619.04762,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,340,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
79,172.217.10.13-10.42.0.151-443-52934-6,10.42.0.151,52934,172.217.10.13,443,6,28/06/2017 03:32:20,590,2,0,0,0,0,0,0,0,0,0,0,0,0,3389.830508,590,0,590,590,590,590,0,590,590,0,0,0,0,0,0,0,0,0,64,0,3389.830508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,1502,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
80,172.217.10.138-10.42.0.151-443-47225-6,172.217.10.138,443,10.42.0.151,47225,6,28/06/2017 03:32:23,52,2,0,55,0,55,0,27.5,38.89087297,0,0,0,0,1057692.308,38461.53846,52,0,52,52,52,52,0,52,52,0,0,0,0,0,1,0,0,0,64,0,38461.53846,0,0,55,36.66666667,31.75426481,1008.333333,0,1,0,0,1,0,0,0,0,55,27.5,0,64,0,0,0,0,0,0,2,55,0,0,362,-1,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
81,172.217.10.138-10.42.0.151-443-47225-6,172.217.10.138,443,10.42.0.151,47225,6,28/06/2017 03:32:23,32750,1,5,0,61,0,0,0,0,38,0,12.2,17.52712184,1862.59542,183.2061069,6550,10491.32463,24289,6,0,0,0,0,0,24707,6176.75,12075.94384,24289,6,0,0,0,0,32,172,30.53435115,152.6717557,0,38,8.714285714,15.49961597,240.2380952,0,0,0,0,1,1,0,0,5,10.16666667,0,12.2,32,0,0,0,0,0,0,1,0,5,61,362,1901,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
82,10.42.0.151-31.13.71.37-51175-443-6,10.42.0.151,51175,31.13.71.37,443,6,28/06/2017 03:31:23,65142712,12,11,1188,4506,836,0,99,243.7976061,1398,0,409.6363636,555.3118534,87.40808949,0.353070962,2961032.364,13848432.11,64963409,23,179257,16296.09091,17950.33516,53974,113,65112723,6511272.3,20539041.55,64966372,23,0,0,0,0,392,360,0.184210937,0.168860025,0,1398,237.25,434.8940151,189132.8043,0,0,0,1,0,0,0,0,0,247.5652174,99,409.6363636,392,0,0,0,0,0,0,12,1188,11,4506,65535,120,4,32,179257,0,179257,179257,64963409,0,64963409,64963409,Android_SMS_Malware
83,10.42.0.151-31.13.71.37-51175-443-6,10.42.0.151,51175,31.13.71.37,443,6,28/06/2017 03:32:28,911,3,0,42,0,42,0,14,24.24871131,0,0,0,0,46103.18332,3293.084523,455.5,478.7112909,794,117,911,455.5,478.7112909,794,117,0,0,0,0,0,0,0,0,0,96,0,3293.084523,0,0,42,10.5,21,441,0,0,0,0,1,0,0,0,0,14,14,0,96,0,0,0,0,0,0,3,42,0,0,1544,-1,1,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
84,157.240.2.20-10.42.0.151-443-53349-6,10.42.0.151,53349,157.240.2.20,443,6,28/06/2017 03:31:15,72430128,11,10,1585,1394,855,0,144.0909091,279.1571079,670,0,139.4,218.807475,41.1292936,0.289934597,3621506.4,14496729.11,64958431,15,7471654,747165.4,1828364.421,5864124,176,72394650,8043850,21433452.82,64962571,15,0,0,0,0,360,328,0.151870503,0.138064094,0,855,135.4090909,241.9662824,58547.68182,0,0,0,1,0,0,0,0,0,141.8571429,144.0909091,139.4,360,0,0,0,0,0,0,11,1585,10,1394,65535,127,4,32,803765,947496.2167,1473746,133784,35411277.5,41785985.21,64958431,5864124,Android_SMS_Malware
85,157.240.2.20-10.42.0.151-443-53349-6,10.42.0.151,53349,157.240.2.20,443,6,28/06/2017 03:32:28,493,3,0,42,0,42,0,14,24.24871131,0,0,0,0,85192.69777,6085.192698,246.5,137.8858223,344,149,493,246.5,137.8858223,344,149,0,0,0,0,0,0,0,0,0,96,0,6085.192698,0,0,42,10.5,21,441,0,0,0,0,1,0,0,0,0,14,14,0,96,0,0,0,0,0,0,3,42,0,0,1411,-1,1,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
86,157.240.18.36-10.42.0.151-443-60575-6,10.42.0.151,60575,157.240.18.36,443,6,28/06/2017 03:31:24,65307309,13,11,1851,2102,1082,0,142.3846154,311.2915403,996,0,191.0909091,341.6496611,60.52921274,0.367493323,2839448.217,13533706.17,64922789,17,384474,32039.5,29132.49756,77325,17,65271883,6527188.3,20530917.6,64959124,46,0,0,0,0,424,360,0.199058883,0.16843444,0,1082,158.12,314.2618759,98760.52667,0,0,0,1,0,0,0,0,0,164.7083333,142.3846154,191.0909091,424,0,0,0,0,0,0,13,1851,11,2102,65535,131,4,32,384474,0,384474,384474,64922789,0,64922789,64922789,Android_SMS_Malware
87,157.240.18.36-10.42.0.151-443-60575-6,10.42.0.151,60575,157.240.18.36,443,6,28/06/2017 03:32:29,613,3,0,42,0,42,0,14,24.24871131,0,0,0,0,68515.49755,4893.964111,306.5,119.501046,391,222,613,306.5,119.501046,391,222,0,0,0,0,0,0,0,0,0,96,0,4893.964111,0,0,42,10.5,21,441,0,0,0,0,1,0,0,0,0,14,14,0,96,0,0,0,0,0,0,3,42,0,0,1431,-1,1,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
88,198.11.136.96-10.42.0.151-80-34000-6,10.42.0.151,34000,198.11.136.96,80,6,28/06/2017 03:31:01,90525200,2,0,0,0,0,0,0,0,0,0,0,0,0,0.022093296,90525200,0,90525200,90525200,90525200,90525200,0,90525200,90525200,0,0,0,0,0,0,0,0,0,40,0,0.022093296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,Android_SMS_Malware
89,198.11.136.96-10.42.0.151-80-34000-6,10.42.0.151,34000,198.11.136.96,80,6,28/06/2017 03:32:32,1415058,2,0,0,0,0,0,0,0,0,0,0,0,0,1.413369629,1415058,0,1415058,1415058,1415058,1415058,0,1415058,1415058,0,0,0,0,0,0,0,0,0,40,0,1.413369629,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,Android_SMS_Malware
90,10.42.0.151-31.13.80.5-59029-443-6,10.42.0.151,59029,31.13.80.5,443,6,28/06/2017 03:32:34,197152,6,7,1079,201,537,0,179.8333333,260.0041666,137,0,28.71428571,50.07898523,6492.452524,65.93897095,16429.33333,33991.95894,120104,9,54851,10970.2,13557.21893,27078,49,174660,29110,46517.92584,120104,9,0,0,0,0,200,232,30.43337121,35.50559974,0,537,91.42857143,183.1017852,33526.26374,0,0,0,1,0,0,0,0,1,98.46153846,179.8333333,28.71428571,200,0,0,0,0,0,0,6,1079,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
91,198.11.136.96-10.42.0.151-80-34000-6,10.42.0.151,34000,198.11.136.96,80,6,28/06/2017 03:32:36,5609321,2,0,0,0,0,0,0,0,0,0,0,0,0,0.356549393,5609321,0,5609321,5609321,5609321,5609321,0,5609321,5609321,0,0,0,0,0,0,0,0,0,40,0,0.356549393,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40,0,0,0,0,0,0,2,0,0,0,65535,-1,0,20,0,0,0,0,0,0,0,0,Android_SMS_Malware
92,10.42.0.151-123.125.112.76-36408-443-6,10.42.0.151,36408,123.125.112.76,443,6,28/06/2017 03:32:13,31371643,8,1,940,0,235,0,117.5,125.6127837,0,0,0,0,29.96336532,0.286883285,3921455.375,4609894.565,12016639,2453,31371643,4481663.286,4676366.039,12016639,2453,0,0,0,0,0,0,0,0,0,200,40,0.255007365,0.031875921,0,235,94,121.3534782,14726.66667,0,0,0,1,0,0,0,0,0,104.4444444,117.5,0,200,0,0,0,0,0,0,8,940,1,0,65535,8192,4,20,4335587,0,4335587,4335587,9018849,4239515.275,12016639,6021059,Android_SMS_Malware
93,172.217.10.35-10.42.0.151-80-38213-6,10.42.0.151,38213,172.217.10.35,80,6,28/06/2017 03:30:10,42406,2,1,0,0,0,0,0,0,0,0,0,0,0,70.74470594,21203,22782.98049,37313,5093,42406,42406,0,42406,42406,0,0,0,0,0,0,0,0,0,72,40,47.16313729,23.58156865,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,2,0,1,0,65535,42408,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
94,172.217.10.35-10.42.0.151-80-38213-6,10.42.0.151,38213,172.217.10.35,80,6,28/06/2017 03:32:46,37237,1,1,0,0,0,0,0,0,0,0,0,0,0,53.7100196,37237,0,37237,37237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,26.8550098,26.8550098,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1369,332,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
95,172.217.10.35-10.42.0.151-443-58673-6,10.42.0.151,58673,172.217.10.35,443,6,28/06/2017 03:30:11,275371,9,9,452,4742,242,0,50.22222222,99.97721963,1418,0,526.8888889,673.9177332,18861.82641,65.36636029,16198.29412,21334.21319,59163,5,275371,34421.375,43490.0505,97104,8,201454,25181.75,46964.53664,114070,5,0,0,0,0,296,296,32.68318015,32.68318015,0,1418,273.3684211,517.1834201,267478.6901,0,0,0,1,0,0,0,0,1,288.5555556,50.22222222,526.8888889,296,0,0,0,0,0,0,9,452,9,4742,65535,349,2,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
96,172.217.10.35-10.42.0.151-443-58670-6,10.42.0.151,58670,172.217.10.35,443,6,28/06/2017 03:30:10,211065,9,9,447,4742,242,0,49.66666667,98.98737293,1418,0,526.8888889,673.9177332,24584.84353,85.28178523,12415.58824,16622.77791,38689,5,211065,26383.125,31623.90194,76406,40,135136,16892,31064.58292,69841,5,0,0,0,0,296,296,42.64089262,42.64089262,0,1418,273.1052632,517.218726,267515.2105,0,0,0,1,0,0,0,0,1,288.2777778,49.66666667,526.8888889,296,0,0,0,0,0,0,9,447,9,4742,65535,349,2,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
97,157.240.2.15-10.42.0.151-443-35188-6,10.42.0.151,35188,157.240.2.15,443,6,28/06/2017 03:32:47,240410,6,7,1087,201,537,0,181.1666667,261.9323704,137,0,28.71428571,50.07898523,5357.514246,54.07428976,20034.16667,35658.3209,122388,44,81778,16355.6,21786.60526,42327,124,205263,34210.5,47647.17065,122388,44,0,0,0,0,200,232,24.9573645,29.11692525,0,537,92,184.4522035,34022.61538,0,0,0,1,0,0,0,0,1,99.07692308,181.1666667,28.71428571,200,0,0,0,0,0,0,6,1087,7,201,65535,122,3,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
98,140.205.203.73-10.42.0.151-80-44982-6,10.42.0.151,44982,140.205.203.73,80,6,28/06/2017 03:29:40,305465,2,1,12,12,12,0,6,8.485281374,12,12,12,0,78.56873946,9.821092433,152732.5,145807.5396,255834,49631,305465,305465,0,305465,305465,0,0,0,0,0,1,0,0,0,64,32,6.547394955,3.273697478,0,12,9,6,36,0,1,0,0,1,0,0,0,0,12,6,12,64,0,0,0,0,0,0,2,12,1,12,1386,2684,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
99,172.217.10.14-10.42.0.151-443-53810-6,10.42.0.151,53810,172.217.10.14,443,6,28/06/2017 03:30:03,19431601,75,72,34441,37367,1368,0,459.2133333,603.309035,1418,0,518.9861111,616.0023206,3695.423758,7.564996832,133093.1575,935941.6988,10494596,5,19431601,262589.2027,1306730.924,10494596,5,19358099,272649.2817,1345239.22,10571774,7,0,0,0,0,2408,2312,3.859692261,3.705304571,0,1418,485.1891892,607.4620265,369010.1136,0,0,0,1,0,0,0,0,0,488.4897959,459.2133333,518.9861111,2408,0,0,0,0,0,0,75,34441,72,37367,65535,960,31,32,8543408,0,8543408,8543408,10494596,0,10494596,10494596,Android_SMS_Malware
100,208.80.154.224-10.42.0.151-80-42614-6,10.42.0.151,42614,208.80.154.224,80,6,28/06/2017 03:32:46,5059516,2,2,0,0,0,0,0,0,0,0,0,0,0,0.790589456,1686505.333,2894676.269,5028954,1925,30562,30562,0,30562,30562,5030879,5030879,0,5030879,5030879,0,0,0,0,72,72,0.395294728,0.395294728,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,72,0,0,0,0,0,0,2,0,2,0,65535,57,0,32,0,0,0,0,0,0,0,0,Android_SMS_Malware
